route_id,service_id,block_id,trip_id,trip_sequence,trip_type,trip_headsign,direction_id,pattern_id,shape_id,pattern_count,direction_code,pattern_code,pattern_rank,hierarchy
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422627,1,0,UVic Via Fairfield,1,100,1-7-278,3222,0,100,19,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422712,2,0,Downtown,1,100,1-4-364,5167,0,100,7,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422739,3,0,UVic via Hillside,0,200,1-4-363,5149,1,200,8,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422742,4,0,Downtown,1,100,1-4-364,5167,0,100,7,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422729,5,0,UVic via Hillside,0,200,1-4-363,5149,1,200,8,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422746,6,0,Downtown,1,100,1-4-364,5167,0,100,7,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422733,7,0,UVic via Hillside,0,200,1-4-363,5149,1,200,8,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422750,8,0,Downtown,1,100,1-4-364,5167,0,100,7,1
28-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422423,9,0,Majestic Via Shelbourne,0,100,1-28-338,4108,0,100,13,1
28-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422429,10,0,Downtown,1,200,1-28-340,3690,1,200,17,1
27-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422439,11,0,Gordon Head Via Shelbourne,0,200,1-27-320,3552,1,200,18,1
27-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422442,12,0,Downtown,1,100,1-27-321,4067,0,100,15,1
28-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422452,13,0,Majestic Via Shelbourne,0,100,1-28-338,4108,0,100,13,1
28-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422453,14,0,Downtown,1,200,1-28-340,3690,1,200,17,1
30-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6423052,15,0,Downtown,1,100,1-30-404,3160,0,100,20,1
30-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422992,16,0,Royal Oak Exchange via Carey,0,200,1-30-403,2902,1,200,22,1
31-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6423058,17,0,Downtown,1,100,1-31-317,3158,0,100,21,1
30-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6422996,18,0,Royal Oak Exch to 75 Saanichton,0,220,1-30-405,190,1,220,139,2
75-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6423063,19,0,Saanichton Exchange,0,220,1-75-527,246,1,220,125,2
75-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6423084,20,0,Royal Oak Exchange to 31 Downtown,1,120,1-75-526,159,0,120,148,2
31-Victoria,aaVIC1804-MV1804ST-Sunday-99,899882,aa6423067,21,0,Downtown,1,100,1-31-317,3158,0,100,21,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6423199,1,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6423204,2,0,Langford,1,100,1-50-315,6154,0,100,1,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422207,3,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422556,4,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422561,5,0,UVic via McKenzie,0,100,1-26-370,4096,0,100,14,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422101,6,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422045,7,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422576,8,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422051,9,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899883,aa6422586,10,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6423462,1,0,Downtown,0,200,1-50-314,6058,1,200,2,1
70-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6422307,2,0,Swartz Bay Ferry Via Hwy #17,0,100,1-70-257,1412,0,100,42,1
70-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6422329,3,0,Downtown Via Hwy #17,1,200,1-70-258,1370,1,200,44,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6423479,4,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6423388,5,0,Langford to 61 Sooke,1,100,1-50-315,6154,0,100,1,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6423401,6,0,Sooke,1,200,1-61-397,1438,1,200,41,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6423391,7,0,Langford Exch to 50 Downtown,0,100,1-61-407,1560,0,100,39,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899884,aa6423387,8,0,Downtown,0,200,1-50-314,6058,1,200,2,1
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423329,1,0,Colwood Exchange via Atkins,0,101,1-53-123,239,0,101,126,1
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423327,2,0,Langford Exchange via Atkins,1,202,1-53-133,185,1,202,140,1
59-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423218,3,0,Triangle Mtn,1,100,1-59-65,734,0,100,74,1
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423326,4,0,Colwood Exchange via Atkins,0,120,1-53-129,101,0,120,175,2
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423335,5,0,Langford Exchange via Atkins,1,201,1-53-134,230,1,201,128,1
59-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423227,6,0,Triangle Mtn,1,100,1-59-65,734,0,100,74,1
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423334,7,0,Colwood Exchange via Atkins,0,120,1-53-129,101,0,120,175,2
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423336,8,0,Langford Exchange via Atkins,1,201,1-53-134,230,1,201,128,1
59-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423298,9,0,Triangle Mtn,1,100,1-59-65,734,0,100,74,1
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423260,10,0,Colwood Exchange via Atkins,0,120,1-53-129,101,0,120,175,2
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423258,11,0,Langford Exchange via Atkins,1,201,1-53-134,230,1,201,128,1
59-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423318,12,0,Triangle Mtn,1,100,1-59-65,734,0,100,74,1
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423309,13,0,Colwood Exchange via Atkins,0,120,1-53-129,101,0,120,175,2
53-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423325,14,0,Langford Exchange via Atkins,1,201,1-53-134,230,1,201,128,1
59-Victoria,aaVIC1804-MV1804ST-Sunday-99,899885,aa6423379,15,0,Triangle Mtn,1,100,1-59-65,734,0,100,74,1
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6422147,1,0,Maplewood,0,220,1-25-277,174,1,220,142,2
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6422157,2,0,Admirals Walk Via Munro,1,100,1-25-286,1347,0,100,45,1
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6422148,3,0,Maplewood,0,220,1-25-277,174,1,220,142,2
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6422158,4,0,Admirals Walk Via Munro,1,100,1-25-286,1347,0,100,45,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423195,5,0,Thetis Heights via Florence Lake,0,100,1-56-97,1222,0,100,51,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423306,6,0,Langford Exchange,1,100,1-57-188,1222,0,100,50,1
58-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423304,7,0,Goldstream Meadows,1,100,1-58-63,1168,0,100,53,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423305,8,0,Thetis Heights via Millstream,0,200,1-57-184,1010,1,200,65,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423300,9,0,Langford Exchange,1,200,1-56-102,1064,1,200,59,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423301,10,0,Thetis Heights via Florence Lake,0,100,1-56-97,1222,0,100,51,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423302,11,0,Langford Exchange,1,100,1-57-188,1222,0,100,50,1
58-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423307,12,0,Goldstream Meadows,1,100,1-58-63,1168,0,100,53,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423297,13,0,Thetis Heights via Millstream,0,200,1-57-184,1010,1,200,65,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423289,14,0,Langford Exchange,1,200,1-56-102,1064,1,200,59,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423288,15,0,Thetis Heights via Florence Lake,0,100,1-56-97,1222,0,100,51,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423319,16,0,Langford Exchange,1,100,1-57-188,1222,0,100,50,1
58-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423287,17,0,Goldstream Meadows,1,100,1-58-63,1168,0,100,53,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423322,18,0,Thetis Heights via Millstream,0,200,1-57-184,1010,1,200,65,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423320,19,0,Langford Exchange,1,200,1-56-102,1064,1,200,59,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423331,20,0,Thetis Heights via Florence Lake,0,100,1-56-97,1222,0,100,51,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423308,21,0,Langford Exchange,1,100,1-57-188,1222,0,100,50,1
58-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423299,22,0,Goldstream Meadows,1,100,1-58-63,1168,0,100,53,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423310,23,0,Thetis Heights via Millstream,0,200,1-57-184,1010,1,200,65,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423324,24,0,Langford Exchange,1,200,1-56-102,1064,1,200,59,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423292,25,0,Thetis Heights via Florence Lake,0,100,1-56-97,1222,0,100,51,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423362,26,0,Langford Exchange,1,100,1-57-188,1222,0,100,50,1
58-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423343,27,0,Goldstream Meadows,1,100,1-58-63,1168,0,100,53,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423381,28,0,Thetis Heights via Millstream,0,200,1-57-184,1010,1,200,65,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423413,29,0,Langford Exchange,1,200,1-56-102,1064,1,200,59,1
60-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423421,30,0,Wishart,0,100,1-60-58,788,0,100,73,1
56-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423361,31,0,Thetis Heights via Florence Lake,0,100,1-56-97,1222,0,100,51,1
57-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423451,32,0,Langford Exchange,1,100,1-57-188,1222,0,100,50,1
58-Victoria,aaVIC1804-MV1804ST-Sunday-99,899886,aa6423420,33,0,Goldstream Meadows,1,100,1-58-63,1168,0,100,53,1
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422142,1,0,Admirals Walk via Colville,1,240,1-24-240,21,1,240,223,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422132,2,0,Cedar Hill via Parklands,0,101,1-24-247,450,0,101,88,1
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422143,3,0,Admirals Walk via Colville/Parklands,1,241,1-24-241,9,1,241,251,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422133,4,0,Cedar Hill,0,140,1-24-238,21,0,140,224,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422144,5,0,Admirals Walk via Colville,1,240,1-24-240,21,1,240,223,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422134,6,0,Cedar Hill,0,140,1-24-238,21,0,140,224,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422145,7,0,Admirals Walk via Colville,1,240,1-24-240,21,1,240,223,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422135,8,0,Cedar Hill,0,140,1-24-238,21,0,140,224,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422146,9,0,Admirals Walk via Colville,1,240,1-24-240,21,1,240,223,3
24-Victoria,aaVIC1804-MV1804ST-Sunday-99,899887,aa6422136,10,0,Cedar Hill,0,140,1-24-238,21,0,140,224,3
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422152,1,0,Maplewood,0,220,1-25-277,174,1,220,142,2
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422162,2,0,Admirals Walk Via Munro,1,100,1-25-286,1347,0,100,45,1
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422153,3,0,Maplewood,0,220,1-25-277,174,1,220,142,2
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422163,4,0,Admirals Walk Via Munro,1,100,1-25-286,1347,0,100,45,1
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422154,5,0,Maplewood,0,220,1-25-277,174,1,220,142,2
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422164,6,0,Admirals Walk Via Munro,1,100,1-25-286,1347,0,100,45,1
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422155,7,0,Maplewood,0,220,1-25-277,174,1,220,142,2
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422165,8,0,Admirals Walk Via Munro,1,100,1-25-286,1347,0,100,45,1
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422156,9,0,Maplewood,0,220,1-25-277,174,1,220,142,2
25-Victoria,aaVIC1804-MV1804ST-Sunday-99,899888,aa6422166,10,0,Admirals Walk Via Munro,1,100,1-25-286,1347,0,100,45,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6422004,1,0,University Hgts via Kenmore,1,200,1-12-124,1070,1,200,58,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6421998,2,0,UVic via Kenmore,0,100,1-12-123,1135,0,100,56,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6422005,3,0,University Hgts via Kenmore,1,200,1-12-124,1070,1,200,58,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6421990,4,0,UVic via Kenmore,0,100,1-12-123,1135,0,100,56,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6422006,5,0,University Hgts via Kenmore,1,200,1-12-124,1070,1,200,58,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6421999,6,0,UVic via Kenmore,0,100,1-12-123,1135,0,100,56,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6422007,7,0,University Hgts via Kenmore,1,200,1-12-124,1070,1,200,58,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6421991,8,0,UVic via Kenmore,0,100,1-12-123,1135,0,100,56,1
12-Victoria,aaVIC1804-MV1804ST-Sunday-99,899889,aa6422008,9,0,University Hgts via Kenmore,1,200,1-12-124,1070,1,200,58,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423089,1,0,Cordova Bay,0,100,1-32-198,1028,0,100,60,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423091,2,0,Royal Oak Exchange,1,200,1-32-197,920,1,200,67,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423104,3,0,UVic Via Royal Oak,0,102,1-39-476,208,0,102,134,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423112,4,0,Royal Oak Exch,1,201,1-39-475,262,1,201,122,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423095,5,0,Cordova Bay,0,100,1-32-198,1028,0,100,60,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423088,6,0,Royal Oak Exchange,1,200,1-32-197,920,1,200,67,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423105,7,0,UVic Via Royal Oak,0,102,1-39-476,208,0,102,134,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423113,8,0,Royal Oak Exch,1,201,1-39-475,262,1,201,122,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423096,9,0,Cordova Bay,0,100,1-32-198,1028,0,100,60,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423097,10,0,Royal Oak Exchange,1,200,1-32-197,920,1,200,67,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423106,11,0,UVic Via Royal Oak,0,102,1-39-476,208,0,102,134,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423114,12,0,Royal Oak Exch,1,201,1-39-475,262,1,201,122,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423098,13,0,Cordova Bay,0,100,1-32-198,1028,0,100,60,1
32-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423099,14,0,Royal Oak Exchange,1,200,1-32-197,920,1,200,67,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423107,15,0,UVic Via Royal Oak,0,102,1-39-476,208,0,102,134,1
39-Victoria,aaVIC1804-MV1804ST-Sunday-99,899890,aa6423115,16,0,Royal Oak Exch,1,201,1-39-475,262,1,201,122,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423122,1,0,Swartz Bay Ferry,0,100,1-81-431,529,0,100,82,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423123,2,0,Brentwood Butchart Grdns,1,200,1-81-432,529,1,200,83,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423124,3,0,Swartz Bay Ferry,0,100,1-81-431,529,0,100,82,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423125,4,0,Brentwood Butchart Grdns,1,200,1-81-432,529,1,200,83,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423126,5,0,Swartz Bay Ferry,0,100,1-81-431,529,0,100,82,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423127,6,0,Brentwood Butchart Grdns,1,200,1-81-432,529,1,200,83,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423128,7,0,Swartz Bay Ferry,0,100,1-81-431,529,0,100,82,1
81-Victoria,aaVIC1804-MV1804ST-Sunday-99,899891,aa6423129,8,0,Brentwood,1,220,1-81-438,68,1,220,181,2
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350547,1,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350559,2,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350548,3,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350560,4,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350549,5,0,Sidney,0,201,1-88-65,336,1,201,107,1
83-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350532,6,0,Brentwood via Airport,1,120,1-83-191,90,0,120,177,2
83-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350535,7,0,Sidney via Airport,0,220,1-83-192,90,1,220,178,2
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350558,8,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350550,9,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350538,10,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350551,11,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350539,12,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350552,13,0,Sidney,0,201,1-88-65,336,1,201,107,1
83-Victoria,aaVIC1804-MV1804SU-Sunday-22,892231,aa6350533,14,0,Brentwood via Airport,1,120,1-83-191,90,0,120,177,2
83-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350536,1,0,Sidney via Airport,0,220,1-83-192,90,1,220,178,2
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350540,2,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350553,3,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350541,4,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350554,5,0,Sidney,0,201,1-88-65,336,1,201,107,1
83-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350534,6,0,Brentwood via Airport,1,120,1-83-191,90,0,120,177,2
83-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350537,7,0,Sidney via Airport,0,220,1-83-192,90,1,220,178,2
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350542,8,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350555,9,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350543,10,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350556,11,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350544,12,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350557,13,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350545,14,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350561,15,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804SU-Sunday-22,892232,aa6350546,16,0,Airport,1,100,1-88-63,1200,0,100,52,1
70-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352928,1,0,Swartz Bay Ferry Via Hwy #17,0,100,1-70-252,1412,0,100,42,1
72-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352927,2,0,Downtown,1,100,1-72-300,2892,0,100,23,1
50-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6344071,3,0,Langford,1,100,1-50-312,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6344073,4,0,Downtown,0,200,1-50-308,6058,1,200,2,1
70-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352883,5,0,Swartz Bay Ferry Via Hwy #17,0,100,1-70-252,1412,0,100,42,1
70-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352912,6,0,Downtown Via Hwy #17,1,200,1-70-253,1370,1,200,44,1
72-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352867,7,0,Swartz Bay Ferry Via Saanichton,0,200,1-72-299,2750,1,200,28,1
72-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352904,8,0,Downtown,1,100,1-72-300,2892,0,100,23,1
72-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352850,9,0,Swartz Bay Ferry Via Saanichton,0,200,1-72-299,2750,1,200,28,1
72-Victoria,aaVIC1804-MV1804SU-Sunday-22,892233,aa6352923,10,0,Downtown,1,100,1-72-300,2892,0,100,23,1
75-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350340,1,0,Keating Only,0,241,1-75-522,25,1,241,219,3
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350201,2,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350222,3,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350206,4,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350219,5,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350210,6,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350212,7,0,6A Royal Oak Exch via Emily Carr,0,101,1-6-477,1586,0,101,37,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350236,8,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350246,9,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350241,10,0,6A Downtown via Emily Carr,1,201,1-6-474,1628,1,201,36,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350229,11,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804SU-Sunday-22,892234,aa6350253,12,0,Downtown,1,200,1-6-476,4514,1,200,12,1
